Customer ID,Customer Name,Revenue,Profit,Orders,Cluster,Segment_Type
DG-3300,Deirdre Greer,2982.3999999999996,307.0,6,0,Low Value
DH-13075,Dave Hallsten,14128.9,1371.1000000000001,25,1,Regular
DH-13675,Duane Huffman,7817.5,843.1,17,1,Regular
DH-3075,Dave Hallsten,2063.4,311.3,10,0,Low Value
DH-3675,Duane Huffman,4661.900000000001,1308.2,12,0,Low Value
DJ-13420,Denny Joy,22142.7,3173.3,28,2,High Value
DJ-13510,Don Jones,15420.6,2696.0,31,2,High Value
DJ-13630,Doug Jacobs,12560.0,2206.1,27,1,Regular
DJ-3420,Denny Joy,419.6,82.30000000000001,4,0,Low Value
DJ-3510,Don Jones,5976.8,1614.7,7,0,Low Value
DJ-3630,Doug Jacobs,1293.8,469.8,6,0,Low Value
DK-12835,Damala Kotsonis,17591.0,2631.8,32,2,High Value
DK-12895,Dana Kaydos,18340.6,1081.1999999999998,22,1,Regular
DK-12985,Darren Koutras,14824.1,1366.6000000000001,35,1,Regular
DK-13090,Dave Kipp,19179.0,4004.2000000000003,36,2,High Value
DK-13150,David Kendrick,15983.699999999999,2064.7000000000003,22,1,Regular
DK-13225,Dean Katz,9246.9,898.6,29,1,Regular
DK-13375,Dennis Kane,16259.2,2159.9,26,2,High Value
DK-2835,Damala Kotsonis,3373.2,285.6,11,0,Low Value
DK-2895,Dana Kaydos,1292.0,282.7,6,0,Low Value
DK-2985,Darren Koutras,81.4,-78.9,1,0,Low Value
DK-3090,Dave Kipp,273.7,76.1,3,0,Low Value
DK-3150,David Kendrick,1577.9,114.7,14,0,Low Value
DK-3225,Dean Katz,1408.1,108.8,8,0,Low Value
DK-3375,Dennis Kane,3846.8,805.6999999999999,10,0,Low Value
DL-12865,Dan Lawera,11186.1,280.4,34,1,Regular
DL-12925,Daniel Lacy,11364.8,1411.8,21,1,Regular
DL-13315,Delfina Latchford,18505.7,2265.1,27,2,High Value
DL-13330,Denise Leinenbach,16782.2,2653.0,34,2,High Value
DL-13495,Dionis Lloyd,15872.5,2474.9,27,2,High Value
DL-2865,Dan Lawera,1503.1000000000001,145.7,7,0,Low Value
DL-2925,Daniel Lacy,832.1,-303.4,7,0,Low Value
DL-3315,Delfina Latchford,1747.0,533.2,6,0,Low Value
DL-3330,Denise Leinenbach,1159.3,94.6,3,0,Low Value
DL-3495,Dionis Lloyd,773.6,-914.0,5,0,Low Value
DM-12955,Dario Medina,19862.7,2205.9,32,2,High Value
DM-13015,Darrin Martin,15627.1,1531.1,30,1,Regular
DM-13345,Denise Monton,17055.4,2877.0,27,2,High Value
DM-13525,Don Miller,9640.7,-925.4,19,1,Regular
DM-2955,Dario Medina,2437.4,100.69999999999996,9,0,Low Value
DM-3015,Darrin Martin,2105.8,460.90000000000003,6,0,Low Value
DM-3345,Denise Monton,4998.400000000001,-5474.7,6,0,Low Value
DM-3525,Don Miller,2191.2,652.2,6,0,Low Value
DN-13690,Duane Noonan,13098.2,711.8,24,1,Regular
DN-3690,Duane Noonan,1815.9,-478.0,5,0,Low Value
DO-13435,Denny Ordway,15280.8,3207.1000000000004,32,2,High Value
DO-13645,Doug O'Connell,12084.0,1998.3,25,1,Regular
DO-3435,Denny Ordway,3515.6,930.4,10,0,Low Value
DO-3645,Doug O'Connell,1689.3999999999999,-181.0,5,0,Low Value
DP-13000,Darren Powers,13883.1,-949.7,31,1,Regular
DP-13105,Dave Poirier,18930.6,3100.2,25,2,High Value
DP-13165,David Philippe,22211.4,1808.6000000000001,25,2,High Value
DP-13390,Dennis Pardue,10283.0,2369.9,27,1,Regular
DP-3000,Darren Powers,2093.8,432.1,10,0,Low Value
DP-3105,Dave Poirier,6970.599999999999,1500.3000000000002,6,0,Low Value
DP-3165,David Philippe,1517.8999999999999,-973.7,6,0,Low Value
DP-3390,Dennis Pardue,1376.1,318.3,6,0,Low Value
DR-12880,Dan Reichenbach,14415.8,2112.5,32,1,Regular
DR-12940,Daniel Raglin,25641.9,5506.0,33,2,High Value
DR-2880,Dan Reichenbach,2291.3,-128.1,8,0,Low Value
DR-2940,Daniel Raglin,2288.4,598.0,8,0,Low Value
DS-13030,Darrin Sayre,11644.4,1068.3,26,1,Regular
DS-13180,David Smith,13447.7,1669.7,31,1,Regular
DS-3030,Darrin Sayre,1636.4,419.4,6,0,Low Value
DS-3180,David Smith,185.1,43.6,2,0,Low Value
DV-13045,Darrin Van Huff,18106.4,599.0,24,1,Regular
DV-13465,Dianna Vittorini,12911.3,2167.8,20,1,Regular
DV-3045,Darrin Van Huff,4640.5,17.599999999999984,13,0,Low Value
DV-3465,Dianna Vittorini,4037.9,1175.1,5,0,Low Value
DW-13195,David Wiener,9689.3,1623.7,26,1,Regular
DW-13480,Dianna Wilson,16337.3,3315.8,23,2,High Value
DW-13540,Don Weiss,13166.3,1472.2,20,1,Regular
DW-13585,Dorothy Wardle,12143.3,821.8000000000001,37,1,Regular
DW-3195,David Wiener,1241.2,115.8,4,0,Low Value
DW-3480,Dianna Wilson,7117.9,1713.5,12,0,Low Value
DW-3540,Don Weiss,1216.6,-1046.3,4,0,Low Value
DW-3585,Dorothy Wardle,461.8,48.8,4,0,Low Value
Dl-13600,Dorris liebe,11912.7,1722.7,20,1,Regular
Dl-3600,Dorris liebe,2809.0,128.7,10,0,Low Value
Dp-13240,Dean percer,22226.0,3822.7999999999997,28,2,High Value
Dp-3240,Dean percer,609.4,136.4,7,0,Low Value
EA-14035,Erin Ashbrook,11387.2,866.8,31,1,Regular
EA-4035,Erin Ashbrook,131.8,0.8999999999999986,3,0,Low Value
EB-13705,Ed Braxton,12382.1,893.9999999999999,30,1,Regular
EB-13750,Edward Becker,8489.9,1368.8,20,1,Regular
EB-13840,Ellis Ballard,20188.3,5466.4,25,2,High Value
EB-13870,Emily Burns,6851.2,187.3,19,1,Regular
EB-13930,Eric Barreto,9533.8,1385.6000000000001,18,1,Regular
EB-13975,Erica Bern,13405.5,2653.5,32,2,High Value
EB-14110,Eugene Barchas,13665.4,3285.7000000000003,24,2,High Value
EB-14170,Evan Bailliet,6736.5,276.8,23,1,Regular
EB-3705,Ed Braxton,3141.8,594.5,3,0,Low Value
EB-3750,Edward Becker,939.2,118.30000000000001,6,0,Low Value
EB-3840,Ellis Ballard,1797.6,382.29999999999995,6,0,Low Value
EB-3870,Emily Burns,184.8,-166.9,5,0,Low Value
EB-3930,Eric Barreto,2433.5,706.3000000000001,9,0,Low Value
EB-3975,Erica Bern,2713.7,377.1,9,0,Low Value
EB-4110,Eugene Barchas,2417.7999999999997,-392.0,10,0,Low Value
EB-4170,Evan Bailliet,1267.6,288.8,6,0,Low Value
EC-14050,Erin Creighton,4430.4,424.3,19,0,Low Value
EC-4050,Erin Creighton,2301.2999999999997,408.0,7,0,Low Value
ED-13885,Emily Ducich,18019.3,2933.3,31,2,High Value
ED-3885,Emily Ducich,525.4,-360.8,8,0,Low Value
EG-13900,Emily Grady,16562.4,3360.7,21,2,High Value
EG-3900,Emily Grady,6550.0,-756.3,11,0,Low Value
EH-13765,Edward Hooks,20260.3,1686.1,29,2,High Value
EH-13945,Eric Hoffmann,7833.0,1551.0,27,1,Regular
EH-13990,Erica Hackney,8807.199999999999,1552.0,26,1,Regular
EH-14005,Erica Hernandez,10375.1,285.19999999999993,28,1,Regular
EH-14125,Eugene Hildebrand,17408.6,2105.8,31,2,High Value
EH-14185,Evan Henry,12800.699999999999,1241.7,29,1,Regular
EH-3765,Edward Hooks,1010.3,-1014.8000000000001,9,0,Low Value
EH-3945,Eric Hoffmann,2518.7,699.1,9,0,Low Value
EH-3990,Erica Hackney,672.5,4.5000000000000036,6,0,Low Value
EH-4005,Erica Hernandez,2629.8,509.0,7,0,Low Value
EH-4125,Eugene Hildebrand,5012.3,-445.69999999999993,13,0,Low Value
EH-4185,Evan Henry,3577.9,1039.7,8,0,Low Value
EJ-13720,Ed Jacobs,8969.5,1013.4,22,1,Regular
EJ-14155,Eva Jacobs,12324.8,1974.9,23,1,Regular
EJ-3720,Ed Jacobs,1728.0,197.0,8,0,Low Value
EJ-4155,Eva Jacobs,2632.0,819.4,5,0,Low Value
EK-13795,Eileen Kiefer,5597.5,593.3000000000001,17,0,Low Value
EK-3795,Eileen Kiefer,1531.2,172.4,6,0,Low Value
EL-13735,Ed Ludwig,10515.8,1142.7,23,1,Regular
EL-3735,Ed Ludwig,3691.4,13.09999999999997,11,0,Low Value
EM-13810,Eleni McCrary,13549.9,1664.8,23,1,Regular
EM-13825,Elizabeth Moffitt,14128.1,2018.2,26,1,Regular
EM-13960,Eric Murdock,25229.2,2594.3,37,2,High Value
EM-14065,Erin Mull,12108.5,3017.8,17,2,High Value
EM-14095,Eudokia Martin,10889.8,1685.1,17,1,Regular
EM-14140,Eugene Moren,21507.7,3683.1,30,2,High Value
EM-14200,Evan Minnotte,17087.9,3138.3,23,2,High Value
EM-3810,Eleni McCrary,1032.9,232.70000000000002,6,0,Low Value
EM-3825,Elizabeth Moffitt,378.2,-30.199999999999996,6,0,Low Value
EM-3960,Eric Murdock,2856.0,712.1,8,0,Low Value
EM-4065,Erin Mull,3213.2,921.7,9,0,Low Value
EM-4095,Eudokia Martin,2833.6,79.69999999999999,9,0,Low Value
EM-4140,Eugene Moren,1900.9,-58.8,6,0,Low Value
EM-4200,Evan Minnotte,2585.9,509.0,4,0,Low Value
EN-13780,Edward Nazzal,6333.900000000001,478.70000000000005,20,1,Regular
EN-3780,Edward Nazzal,735.0,-240.7,8,0,Low Value
EP-13915,Emily Phan,16283.9,2160.0,33,2,High Value
EP-3915,Emily Phan,488.0,-55.59999999999999,3,0,Low Value
ER-13855,Elpida Rittenbach,13396.1,2211.9,19,1,Regular
ER-3855,Elpida Rittenbach,3736.5,373.8,7,0,Low Value
ES-14020,Erica Smith,12827.8,2761.3,32,2,High Value
ES-14080,Erin Smith,16236.3,1925.3000000000002,24,1,Regular
ES-4020,Erica Smith,1892.9,366.0,7,0,Low Value
ES-4080,Erin Smith,1925.6,250.0,9,0,Low Value
FA-14230,Frank Atkinson,13535.300000000001,1245.8,29,1,Regular
FA-4230,Frank Atkinson,814.5,250.89999999999998,6,0,Low Value
FC-14245,Frank Carlisle,10867.9,2492.3,23,1,Regular
FC-14335,Fred Chung,8771.2,1330.1,23,1,Regular
FC-4245,Frank Carlisle,1540.6,288.5,6,0,Low Value
FC-4335,Fred Chung,550.9,166.9,4,0,Low Value
FG-14260,Frank Gastineau,9396.6,1158.2,18,1,Regular
FG-4260,Frank Gastineau,308.2,-124.0,9,0,Low Value
FH-14275,Frank Hawley,13569.9,3539.4,23,2,High Value
FH-14350,Fred Harton,10654.5,2959.8,20,2,High Value
FH-14365,Fred Hopkins,27649.4,4101.6,30,2,High Value
FH-4275,Frank Hawley,113.1,8.1,5,0,Low Value
FH-4350,Fred Harton,110.39999999999999,-71.80000000000001,3,0,Low Value
FH-4365,Fred Hopkins,2751.4,507.5,9,0,Low Value
FM-14215,Filia McAdams,14353.8,1000.8,31,1,Regular
FM-14290,Frank Merwin,14382.6,2191.7000000000003,30,1,Regular
FM-14380,Fred McMath,6598.7,1461.4,21,1,Regular
FM-4215,Filia McAdams,2935.7999999999997,393.1,6,0,Low Value
FM-4290,Frank Merwin,2002.8,409.6,8,0,Low Value
FM-4380,Fred McMath,843.5,-445.5,6,0,Low Value
FO-14305,Frank Olsen,15614.6,2567.6,37,2,High Value
FO-4305,Frank Olsen,2158.3,456.5,10,0,Low Value
FP-14320,Frank Preis,9939.3,840.6999999999999,29,1,Regular
FP-4320,Frank Preis,816.6,96.49999999999999,5,0,Low Value
FW-14395,Fred Wasserman,16973.0,1651.8999999999999,26,1,Regular
FW-4395,Fred Wasserman,1220.8,32.1,8,0,Low Value
GA-14515,George Ashbrook,12489.4,1108.2,24,1,Regular
GA-14725,Guy Armstrong,8817.5,1012.5,24,1,Regular
GA-4515,George Ashbrook,1318.3,-316.09999999999997,7,0,Low Value
GA-4725,Guy Armstrong,1460.7,-240.29999999999998,4,0,Low Value
GB-14530,George Bell,11658.0,560.6,25,1,Regular
GB-14575,Giulietta Baptist,10749.2,1621.1,24,1,Regular
GB-4530,George Bell,525.9,95.7,5,0,Low Value
GB-4575,Giulietta Baptist,1821.9,12.200000000000014,6,0,Low Value
GD-14590,Giulietta Dortch,18004.8,1826.3,29,2,High Value
GD-4590,Giulietta Dortch,700.6999999999999,61.7,4,0,Low Value
GG-14650,Greg Guthrie,12903.0,1491.8,28,1,Regular
GG-4650,Greg Guthrie,1000.4000000000001,32.0,5,0,Low Value
GH-14410,Gary Hansen,13660.1,47.69999999999993,36,1,Regular
GH-14425,Gary Hwang,20040.0,3375.0,31,2,High Value
GH-14485,Gene Hale,14692.9,2200.6,21,1,Regular
GH-14665,Greg Hansen,12921.7,1877.8,29,1,Regular
GH-4410,Gary Hansen,1610.3,566.4,9,0,Low Value
GH-4425,Gary Hwang,4585.900000000001,532.8,10,0,Low Value
GH-4485,Gene Hale,794.7,95.3,4,0,Low Value
GH-4665,Greg Hansen,1077.3,-293.4,9,0,Low Value
GK-14620,Grace Kelly,19215.6,3611.1,24,2,High Value
GK-4620,Grace Kelly,764.6,-115.9,4,0,Low Value
GM-14440,Gary McGarr,15782.800000000001,1431.3999999999999,26,1,Regular
GM-14455,Gary Mitchum,10524.0,3106.4,17,2,High Value
GM-14500,Gene McClure,6704.3,531.5,23,1,Regular
GM-14680,Greg Matthias,12010.6,-1805.0,31,1,Regular
GM-14695,Greg Maxwell,14565.1,-71.1,19,1,Regular
GM-4440,Gary McGarr,735.3,233.79999999999998,8,0,Low Value
GM-4455,Gary Mitchum,488.3,-234.0,4,0,Low Value
GM-4500,Gene McClure,4298.5,1021.8000000000001,5,0,Low Value
GM-4680,Greg Matthias,1590.4,467.0,6,0,Low Value
GM-4695,Greg Maxwell,791.5,60.000000000000014,7,0,Low Value
GP-14740,Guy Phonely,10794.1,377.59999999999997,25,1,Regular
GP-4740,Guy Phonely,4610.2,872.3999999999999,8,0,Low Value
GR-14560,Georgia Rosenberg,8895.2,1030.8,24,1,Regular
GR-4560,Georgia Rosenberg,4955.6,-534.6,6,0,Low Value
GT-14635,Grant Thornton,19080.1,-3789.8,20,1,Regular
GT-14710,Greg Tran,34472.1,5165.0,30,2,High Value
GT-14755,Guy Thornton,5601.8,593.1999999999999,23,1,Regular
GT-4635,Grant Thornton,1145.0,212.3,7,0,Low Value
GT-4710,Greg Tran,1079.1,49.30000000000002,4,0,Low Value
GT-4755,Guy Thornton,3457.5,190.89999999999998,8,0,Low Value
GW-14605,Giulietta Weimer,16239.8,934.8000000000001,25,1,Regular
GW-4605,Giulietta Weimer,1830.8,264.4,8,0,Low Value
GZ-14470,Gary Zandusky,20869.9,2886.0,35,2,High Value
GZ-14545,George Zrebassa,11593.9,2645.1,24,1,Regular
GZ-4470,Gary Zandusky,3835.8,856.6,8,0,Low Value
GZ-4545,George Zrebassa,3698.2999999999997,1460.3000000000002,6,0,Low Value
HA-14905,Helen Abelman,15827.4,-526.4,24,1,Regular
HA-14920,Helen Andreada,9740.4,1457.5,25,1,Regular
HA-4905,Helen Abelman,1106.5,-235.6,4,0,Low Value
HA-4920,Helen Andreada,670.7,103.80000000000001,6,0,Low Value
HD-14785,Harold Dahlen,16749.3,1803.1000000000001,29,1,Regular
HD-4785,Harold Dahlen,3325.6,827.9,7,0,Low Value
HE-14800,Harold Engle,9902.7,1569.9999999999998,27,1,Regular
HE-4800,Harold Engle,1091.3,140.5,8,0,Low Value
HF-14995,Herbert Flentye,9713.1,-475.0,28,1,Regular
HF-4995,Herbert Flentye,2100.0,-178.2,8,0,Low Value
HG-14845,Harry Greene,21228.4,-824.3000000000001,30,1,Regular
HG-14965,Henry Goldwyn,16810.8,-1606.9999999999998,34,1,Regular
HG-15025,Hunter Glantz,14737.9,1357.8,29,1,Regular
HG-4845,Harry Greene,2988.1,532.3,9,0,Low Value
HG-4965,Henry Goldwyn,354.59999999999997,9.800000000000006,5,0,Low Value
HG-5025,Hunter Glantz,1476.5,175.4,7,0,Low Value
HH-15010,Hilary Holden,13732.0,2109.1,24,1,Regular
HH-5010,Hilary Holden,1497.5,323.1,3,0,Low Value
HJ-14875,Heather Jas,14312.3,2323.9,32,2,High Value
HJ-4875,Heather Jas,1121.4,294.1,6,0,Low Value
HK-14890,Heather Kirkland,13886.8,2307.5,27,1,Regular
HK-4890,Heather Kirkland,1657.1,187.9,6,0,Low Value
HL-15040,Hunter Lopez,29664.3,7657.599999999999,20,2,High Value
HL-5040,Hunter Lopez,579.3,159.0,4,0,Low Value
HM-14860,Harry Marie,27434.5,6545.0,37,2,High Value
HM-14980,Henry MacAllister,12719.0,1044.6000000000001,29,1,Regular
HM-4860,Harry Marie,1042.7,413.5,4,0,Low Value
HM-4980,Henry MacAllister,4409.4,1628.5,5,0,Low Value
HP-14815,Harold Pawlan,7321.4,636.1999999999999,24,1,Regular
HP-4815,Harold Pawlan,1196.7,243.9,5,0,Low Value
HR-14770,Hallie Redmond,11127.1,1182.8999999999999,18,1,Regular
HR-14830,Harold Ryan,9637.3,1517.9,21,1,Regular
HR-4770,Hallie Redmond,4550.1,522.5,8,0,Low Value
HR-4830,Harold Ryan,391.9,-61.89999999999999,3,0,Low Value
HW-14935,Helen Wasserman,17199.3,2654.0,28,2,High Value
HW-4935,Helen Wasserman,1174.8,-98.60000000000002,7,0,Low Value
HZ-14950,Henia Zydlo,9656.5,1004.0,22,1,Regular
HZ-4950,Henia Zydlo,2830.4,-262.0,6,0,Low Value
IG-15085,Ivan Gibson,10383.1,657.6999999999999,25,1,Regular
IG-5085,Ivan Gibson,5766.2,1253.8,12,0,Low Value
IL-15100,Ivan Liston,11802.7,1244.3999999999999,25,1,Regular
IL-5100,Ivan Liston,1052.8,-63.0,7,0,Low Value
IM-15055,Ionia McGrath,5155.0,1533.8,15,0,Low Value
IM-15070,Irene Maddox,17854.5,-567.4000000000001,27,1,Regular
IM-5055,Ionia McGrath,4325.0,914.0,7,0,Low Value
IM-5070,Irene Maddox,2064.2999999999997,-112.49999999999997,7,0,Low Value
JA-15970,Joseph Airdo,17105.8,689.4000000000001,25,1,Regular
JA-5970,Joseph Airdo,1057.3,153.4,7,0,Low Value
JB-15400,Jennifer Braxton,13085.699999999999,1992.5,34,1,Regular
JB-15925,Joni Blumstein,12325.800000000001,1649.4999999999998,19,1,Regular
JB-16000,Joy Bell-,22127.2,2936.5,32,2,High Value
JB-16045,Julia Barnett,13851.4,778.6,24,1,Regular
JB-5400,Jennifer Braxton,2172.0,459.5,7,0,Low Value
JB-5925,Joni Blumstein,1012.2,-518.6,8,0,Low Value
JB-6000,Joy Bell-,1881.0,-68.39999999999999,7,0,Low Value
JB-6045,Julia Barnett,3235.8,-529.6,10,0,Low Value
JC-15340,Jasper Cacioppo,17836.100000000002,239.10000000000008,29,1,Regular
JC-15385,Jenna Caffey,12979.0,2086.9,25,1,Regular
JC-15775,John Castell,10582.7,1820.7,25,1,Regular
JC-16105,Julie Creighton,11079.4,712.6,28,1,Regular
JC-5340,Jasper Cacioppo,606.1,98.6,6,0,Low Value
JC-5385,Jenna Caffey,3183.0,-782.2,9,0,Low Value
JC-5775,John Castell,1712.5,37.800000000000004,5,0,Low Value
JC-6105,Julie Creighton,3914.8999999999996,-2601.5,6,0,Low Value
JD-15790,John Dryer,10267.8,-293.50000000000006,24,1,Regular
JD-15895,Jonathan Doherty,16711.4,1430.7,32,1,Regular
JD-16015,Joy Daniels,8690.9,-29.69999999999998,24,1,Regular
JD-16060,Julia Dunbar,7683.4,-24.199999999999996,19,1,Regular
JD-16150,Justin Deggeller,18281.7,1430.3,28,1,Regular
JD-5790,John Dryer,1323.1,-905.1,5,0,Low Value
JD-5895,Jonathan Doherty,2770.7,296.19999999999993,6,0,Low Value
JD-6015,Joy Daniels,2652.7,-575.1,8,0,Low Value
JD-6060,Julia Dunbar,3541.4,588.9,9,0,Low Value
JD-6150,Justin Deggeller,5330.0,1194.8,6,0,Low Value
JE-15475,Jeremy Ellison,5905.1,1223.5,22,1,Regular
JE-15610,Jim Epp,13192.6,1779.8,26,1,Regular
JE-15715,Joe Elijah,22275.5,3648.2000000000003,36,2,High Value
JE-15745,Joel Eaton,19629.5,1123.5,35,1,Regular
JE-16165,Justin Ellison,8352.7,1839.9,20,1,Regular
JE-5475,Jeremy Ellison,914.4,95.0,8,0,Low Value
JE-5610,Jim Epp,756.9,-408.1,6,0,Low Value
JE-5715,Joe Elijah,180.4,-27.1,7,0,Low Value
JE-5745,Joel Eaton,2275.6,405.2,7,0,Low Value
JE-6165,Justin Ellison,4555.7,1088.5,8,0,Low Value
JF-15190,Jamie Frazer,17065.2,4108.7,28,2,High Value
JF-15295,Jason Fortune-,20382.3,3263.4,24,2,High Value
JF-15355,Jay Fein,7343.8,1016.6,22,1,Regular
JF-15415,Jennifer Ferguson,14718.0,1396.8999999999999,23,1,Regular
JF-15490,Jeremy Farry,9234.4,1048.0,30,1,Regular
JF-15565,Jill Fjeld,19844.6,4329.9,29,2,High Value
JF-5190,Jamie Frazer,3510.0,-2386.0,8,0,Low Value
JF-5295,Jason Fortune-,2433.9,-570.6999999999999,8,0,Low Value
JF-5355,Jay Fein,3476.0,-2891.3,9,0,Low Value
JF-5415,Jennifer Ferguson,8227.0,1270.3,11,0,Low Value
JF-5490,Jeremy Farry,1487.5,151.9,7,0,Low Value
JF-5565,Jill Fjeld,3776.8,547.6999999999999,6,0,Low Value
JG-15115,Jack Garza,12801.9,1161.9,19,1,Regular
JG-15160,James Galang,19963.7,4499.3,32,2,High Value
JG-15310,Jason Gross,12734.0,2096.0,24,1,Regular
JG-15805,John Grady,22015.7,3392.9,37,2,High Value
JG-5115,Jack Garza,2907.7,-2083.7,9,0,Low Value
JG-5160,James Galang,1588.1,50.099999999999994,8,0,Low Value
JG-5310,Jason Gross,837.0,158.7,5,0,Low Value
JG-5805,John Grady,208.4,-112.39999999999999,3,0,Low Value
JH-15430,Jennifer Halladay,11806.3,1477.5,31,1,Regular
JH-15820,John Huston,23587.3,4829.5,31,2,High Value
JH-15910,Jonathan Howell,12532.7,1635.3,32,1,Regular
JH-15985,Joseph Holt,18863.5,-183.1,38,1,Regular
JH-16180,Justin Hirsh,18266.7,2588.1,31,2,High Value
JH-5430,Jennifer Halladay,883.6,113.5,9,0,Low Value
JH-5820,John Huston,2359.1,566.0,7,0,Low Value
JH-5910,Jonathan Howell,4014.1,-930.3,8,0,Low Value
JH-5985,Joseph Holt,2073.4,569.8,7,0,Low Value
JH-6180,Justin Hirsh,5651.900000000001,1406.5,9,0,Low Value
JJ-15445,Jennifer Jackson,9697.1,1054.3000000000002,19,1,Regular
JJ-15760,Joel Jenkins,18104.1,1755.5,28,1,Regular
JJ-5445,Jennifer Jackson,2490.2,-31.69999999999997,6,0,Low Value
JJ-5760,Joel Jenkins,1890.2,93.29999999999998,6,0,Low Value
JK-15205,Jamie Kunitz,10917.4,2359.7,24,1,Regular
JK-15325,Jason Klamczynski,17001.4,2059.4,28,2,High Value
JK-15370,Jay Kimmel,10190.0,1813.2,27,1,Regular
JK-15625,Jim Karlsson,12754.4,2805.7,27,2,High Value
JK-15640,Jim Kriz,12637.6,2651.2,26,2,High Value
JK-15730,Joe Kamberova,20826.2,2283.6,34,2,High Value
JK-16090,Juliana Krohn,21919.0,3195.5,33,2,High Value
JK-16120,Julie Kriz,13134.8,1594.7,26,1,Regular
JK-5205,Jamie Kunitz,1617.6,404.2,5,0,Low Value
JK-5325,Jason Klamczynski,203.39999999999998,-36.9,3,0,Low Value
JK-5370,Jay Kimmel,3211.3,-263.6,6,0,Low Value
JK-5625,Jim Karlsson,4364.900000000001,1170.8,8,0,Low Value
JK-5640,Jim Kriz,428.4,103.2,4,0,Low Value
JK-5730,Joe Kamberova,5863.3,2089.6,6,0,Low Value
JK-6090,Juliana Krohn,1215.5,-1397.2,5,0,Low Value
JK-6120,Julie Kriz,2513.3,299.8,6,0,Low Value
JL-15130,Jack Lebron,12908.3,967.9,28,1,Regular
JL-15175,James Lanier,13500.2,1267.9,27,1,Regular
JL-15235,Janet Lee,18725.1,4370.8,24,2,High Value
JL-15505,Jeremy Lonsdale,8631.8,644.1,22,1,Regular
JL-15835,John Lee,22594.3,1576.7,30,2,High Value
JL-15850,John Lucas,8497.9,988.3,22,1,Regular
JL-5130,Jack Lebron,5765.5,72.5,12,0,Low Value
JL-5175,James Lanier,1353.2,433.09999999999997,5,0,Low Value
JL-5235,Janet Lee,1751.6,359.8,4,0,Low Value
JL-5505,Jeremy Lonsdale,2729.3999999999996,542.0,3,0,Low Value
JL-5835,John Lee,3388.4,816.6,7,0,Low Value
JL-5850,John Lucas,2003.5,-634.0,4,0,Low Value
JM-15250,Janet Martin,15594.4,2152.6,24,1,Regular
JM-15265,Janet Molinari,15036.8,2623.8,29,2,High Value
JM-15535,Jessica Myrick,6942.5,1460.6,20,1,Regular
JM-15580,Jill Matthias,13296.2,1540.5,24,1,Regular
JM-15655,Jim Mitchum,16295.4,1190.1999999999998,34,1,Regular
JM-15865,John Murray,20842.1,2233.9,29,2,High Value
JM-16195,Justin MacKendrick,7825.4,1314.3,25,1,Regular
JM-5250,Janet Martin,2424.4,-488.00000000000006,5,0,Low Value
JM-5265,Janet Molinari,1132.1,156.29999999999998,4,0,Low Value
JM-5535,Jessica Myrick,847.9,-101.5,5,0,Low Value
JM-5580,Jill Matthias,880.2,176.5,5,0,Low Value
JM-5655,Jim Mitchum,3602.7,608.4,8,0,Low Value
JM-5865,John Murray,1544.2,83.99999999999999,6,0,Low Value
JM-6195,Justin MacKendrick,1200.3,205.7,8,0,Low Value
JO-15145,Jack O'Briant,10441.2,2280.3,23,1,Regular
JO-15280,Jas O'Carroll,7123.6,1203.0,21,1,Regular
JO-15550,Jesus Ocampo,4003.4,541.4,19,0,Low Value
JO-5145,Jack O'Briant,2904.9,764.3,6,0,Low Value
JO-5280,Jas O'Carroll,1695.0,702.6999999999999,4,0,Low Value
JO-5550,Jesus Ocampo,4203.7,41.39999999999999,9,0,Low Value
JP-15460,Jennifer Patt,10916.6,1640.0,26,1,Regular
JP-15520,Jeremy Pistek,16429.5,2854.9,26,2,High Value
JP-16135,Julie Prescott,10163.6,2036.1,34,1,Regular
JP-5460,Jennifer Patt,3294.0,439.59999999999997,10,0,Low Value
JP-5520,Jeremy Pistek,2227.6,315.4,4,0,Low Value
JP-6135,Julie Prescott,4432.6,1442.9,8,0,Low Value
JR-15670,Jim Radford,13338.1,-1186.1,20,1,Regular
JR-15700,Jocasta Rupert,9568.2,816.0,18,1,Regular
JR-16210,Justin Ritter,12590.0,1222.2,21,1,Regular
JR-5670,Jim Radford,2585.2000000000003,425.4,6,0,Low Value
JR-5700,Jocasta Rupert,1673.1,116.6,6,0,Low Value
JR-6210,Justin Ritter,1033.3,84.8,6,0,Low Value
JS-15595,Jill Stevenson,9334.9,562.5,18,1,Regular
JS-15685,Jim Sink,14338.5,1848.4,26,1,Regular
JS-15880,John Stevenson,10442.9,1471.0,20,1,Regular
JS-15940,Joni Sundaresam,3874.9,-27.100000000000023,15,0,Low Value
JS-16030,Joy Smith,19219.0,-675.1999999999999,32,1,Regular
JS-5595,Jill Stevenson,806.6,-723.6,6,0,Low Value
JS-5685,Jim Sink,1944.0,502.40000000000003,5,0,Low Value
JS-5880,John Stevenson,1746.2,-979.8,6,0,Low Value
JS-5940,Joni Sundaresam,2927.2999999999997,38.799999999999976,13,0,Low Value
JS-6030,Joy Smith,1572.9,572.5,4,0,Low Value
JW-15220,Jane Waco,23104.0,4115.4,34,2,High Value
JW-15955,Joni Wasserman,10640.9,624.9,30,1,Regular
JW-16075,Julia West,19852.8,2677.6,25,2,High Value
